title,year,cover_date,journal,authors,doi,eid,scopus_id,citedby_count,subtype,description
Contrast Staining in Noninfarcted Tissue after Endovascular Treatment of Acute Ischemic Stroke,2024,2024-06-01,American Journal of Neuroradiology,Abdalkader M.,10.3174/ajnr.A8222,2-s2.0-85195621623,SCOPUS_ID:85195621623,6,Article,
REPLY:,2024,2024-06-01,American Journal of Neuroradiology,Heitkamp C.,10.3174/ajnr.A8310,2-s2.0-85195621025,SCOPUS_ID:85195621025,0,Letter,
Lateral Compression Manipulation: A Simple Approach for Sizing Taller-Than-Wide Intracranial Aneurysms with the Woven EndoBridge Device,2024,2024-06-01,American Journal of Neuroradiology,Chew H.S.,10.3174/ajnr.A8172,2-s2.0-85195620929,SCOPUS_ID:85195620929,2,Article,
The Clinical Value of Cranial CT Venography for Predicting Fusobacterium necrophorum as the Causative Agent in Children with Complicated Acute Mastoiditis,2024,2024-06-01,American Journal of Neuroradiology,Shiran S.I.,10.3174/ajnr.A8217,2-s2.0-85195620695,SCOPUS_ID:85195620695,0,Article,
Reliability of CTA Alone and in Combination with CTP in the Detection of Cerebral Vasospasm: Methodologic Issues on Reliability to Avoid Misinterpretation,2024,2024-06-01,American Journal of Neuroradiology,Sabour S.,10.3174/ajnr.A8241,2-s2.0-85195620948,SCOPUS_ID:85195620948,0,Letter,
Time-Saving 3D MR Imaging Protocols with Millimeter and Submillimeter Isotropic Spatial Resolution for Face and Neck Imaging as Implemented at a Single-Site Major Referral Center,2024,2024-06-01,American Journal of Neuroradiology,Guenette J.P.,10.3174/ajnr.A8184,2-s2.0-85195621693,SCOPUS_ID:85195621693,4,Article,
Functional Connectivity Changes on Resting-State fMRI after Mild Traumatic Brain Injury: A Systematic Review,2024,2024-06-01,American Journal of Neuroradiology,Dogra S.,10.3174/ajnr.A8204,2-s2.0-85195621120,SCOPUS_ID:85195621120,12,Article,
Imaging Outcomes of Emergency MR Imaging in Dizziness and Vertigo: A Retrospective Cohort Study,2024,2024-06-01,American Journal of Neuroradiology,Happonen T.,10.3174/ajnr.A8202,2-s2.0-85195620422,SCOPUS_ID:85195620422,7,Article,
A Public Health Perspective on Radiologists’ Interpretation Volumes,2024,2024-06-01,American Journal of Neuroradiology,Guenette J.P.,10.3174/ajnr.A8240,2-s2.0-85195621332,SCOPUS_ID:85195621332,0,Letter,
International Consensus Statement on the Radiologic Evaluation of Dysraphic Malformations of the Spine and Spinal Cord,2024,2024-06-01,American Journal of Neuroradiology,Balani A.,10.3174/ajnr.A8117,2-s2.0-85196359180,SCOPUS_ID:85196359180,4,Review,
Cortical Hyperperfusion on MRI Arterial Spin-Labeling during the Interictal Period of Patients with Migraine Headache,2024,2024-06-01,American Journal of Neuroradiology,Shimoda M.,10.3174/ajnr.A8208,2-s2.0-85195534082,SCOPUS_ID:85195534082,2,Article,
"Timing of Spot Sign Appearance, Spot Sign Volume, and Leakage Rate among Phases of Multiphase CTA Predict Intracerebral Hemorrhage Growth",2024,2024-06-01,American Journal of Neuroradiology,Horn M.,10.3174/ajnr.A8254,2-s2.0-85195621397,SCOPUS_ID:85195621397,7,Article,
Peer Learning in Neuroradiology: Easier Than It Sounds,2024,2024-06-01,American Journal of Neuroradiology,Kunst M.M.,10.3174/ajnr.A8263,2-s2.0-85195620629,SCOPUS_ID:85195620629,1,Letter,
Cortical Hyperperfusion on MRI Arterial Spin-Labeling during the Interictal Period of Patients with Migraine Headache,2024,2024-06-01,American Journal of Neuroradiology,Shimoda M.,10.3174/ajnr.A8208,2-s2.0-85195534082,SCOPUS_ID:85195534082,2,Article,
"Timing of Spot Sign Appearance, Spot Sign Volume, and Leakage Rate among Phases of Multiphase CTA Predict Intracerebral Hemorrhage Growth",2024,2024-06-01,American Journal of Neuroradiology,Horn M.,10.3174/ajnr.A8254,2-s2.0-85195621397,SCOPUS_ID:85195621397,7,Article,
Back to the Future: Dynamic Contrast-Enhanced Photon-Counting Detector CT for the Detection of Pituitary Adenoma in Cushing Disease,2024,2024-06-01,American Journal of Neuroradiology,Mark I.T.,10.3174/ajnr.A8171,2-s2.0-85195621126,SCOPUS_ID:85195621126,7,Article,
Perspectives on Remote Robotic-Assisted Stroke Treatment: A Commentary Paper,2024,2024-06-01,American Journal of Neuroradiology,Consoli A.,10.3174/ajnr.A8085,2-s2.0-85193599479,SCOPUS_ID:85193599479,5,Article,
Optimization of [18F]-FDOPA Brain PET Acquisition Times for Assessment of Parkinsonism in the Clinical Setting,2024,2024-06-01,American Journal of Neuroradiology,Keir G.,10.3174/ajnr.A8207,2-s2.0-85195533507,SCOPUS_ID:85195533507,2,Article,
Identification of Multiclass Pediatric Low-Grade Neuroepithelial Tumor Molecular Subtype with ADC MR Imaging and Machine Learning,2024,2024-06-01,American Journal of Neuroradiology,Soldatelli M.D.,10.3174/ajnr.A8199,2-s2.0-85195620282,SCOPUS_ID:85195620282,5,Article,
Evaluating Biases and Quality Issues in Intermodality Image Translation Studies for Neuroradiology: A Systematic Review,2024,2024-06-01,American Journal of Neuroradiology,Walston S.L.,10.3174/ajnr.A8211,2-s2.0-85195621078,SCOPUS_ID:85195621078,0,Article,
Callosal Interhemispheric Communication in Mild Traumatic Brain Injury: A Mediation Analysis on WM Microstructure Effects,2024,2024-06-01,American Journal of Neuroradiology,Chung S.,10.3174/ajnr.A8213,2-s2.0-85195621521,SCOPUS_ID:85195621521,2,Article,
Brainstem Chipmunk Sign: A Diagnostic Imaging Clue across All Subtypes of Alexander Disease,2024,2024-06-01,American Journal of Neuroradiology,Armangue T.,10.3174/ajnr.A8220,2-s2.0-85195620098,SCOPUS_ID:85195620098,4,Article,
Modeling Robotic-Assisted Mechanical Thrombectomy Procedures with the CorPath GRX Robot: The Core-Flow Study,2024,2024-06-01,American Journal of Neuroradiology,Tomasello A.,10.3174/ajnr.A8205,2-s2.0-85195533574,SCOPUS_ID:85195533574,7,Article,
Reply:,2024,2024-06-01,American Journal of Neuroradiology,Inder T.,10.3174/ajnr.A8316,2-s2.0-85195619924,SCOPUS_ID:85195619924,0,Letter,
Wall Enhancement of Coiled Intracranial Aneurysms Is Associated with Aneurysm Recanalization: A Cross-Sectional Study,2024,2024-05-01,American Journal of Neuroradiology,Leber S.L.,10.3174/ajnr.A8174,2-s2.0-85192853443,SCOPUS_ID:85192853443,6,Article,
Large Single-Center Experience with Short-Term Follow-up of Neqstent-Assisted Coiling,2024,2024-05-01,American Journal of Neuroradiology,Islim F.I.,10.3174/ajnr.A8187,2-s2.0-85192853818,SCOPUS_ID:85192853818,1,Article,
From PAJNR to EAJNR,2024,2024-05-01,American Journal of Neuroradiology,Castillo M.,10.3174/ajnr.A8244,2-s2.0-85192855267,SCOPUS_ID:85192855267,0,Editorial,
Brain Arteriovenous Malformation In Vitro Model for Transvenous Embolization Using 3D Printing and Real Patient Data,2024,2024-05-01,American Journal of Neuroradiology,Rivera R.,10.3174/ajnr.A8188,2-s2.0-85192821687,SCOPUS_ID:85192821687,6,Article,
Enlargement of Perivascular Spaces as a Downstream Consequence of Spaceflight Analog-Induced Alterations in Cerebral Venous Hemodynamics,2024,2024-05-01,American Journal of Neuroradiology,Mader T.H.,10.3174/ajnr.A8062,2-s2.0-85192826864,SCOPUS_ID:85192826864,3,Letter,
Prasugrel Single Antiplatelet Therapy versus Aspirin and Clopidogrel Dual Antiplatelet Therapy for Flow Diverter Treatment for Cerebral Aneurysms: A Retrospective Multicenter Study,2024,2024-05-01,American Journal of Neuroradiology,Hohenstatt S.,10.3174/ajnr.A8163,2-s2.0-85192800905,SCOPUS_ID:85192800905,12,Article,
Spaceflight-Associated Neuro-Ocular Syndrome and Idiopathic Intracranial Hypertension: Can Anemia and Hyperemia Underlie Both?,2024,2024-05-01,American Journal of Neuroradiology,Bateman G.A.,10.3174/ajnr.A8025,2-s2.0-85192798780,SCOPUS_ID:85192798780,1,Letter,
Clinical Arterial Spin-Labeling MR Imaging to Screen for Typical and Atypical Neurodegenerative Disease in the New Era of Alzheimer Treatment,2024,2024-05-01,American Journal of Neuroradiology,Lee K.,10.3174/ajnr.A8164,2-s2.0-85192845114,SCOPUS_ID:85192845114,4,Article,
Tumor Embolization via the Meningohypophyseal and Inferolateral Trunk in Patients with Skull Base Tumors Using the Distal Balloon Protection Technique,2024,2024-05-01,American Journal of Neuroradiology,Yamashiro K.,10.3174/ajnr.A8169,2-s2.0-85192858622,SCOPUS_ID:85192858622,7,Article,
Optic Nerve Sheath MR Imaging Measurements in Patients with Orthostatic Headaches and Normal Findings on Conventional Imaging Predict the Presence of an Underlying CSF-Venous Fistula,2024,2024-05-01,American Journal of Neuroradiology,Schievink W.I.,10.3174/ajnr.A8165,2-s2.0-85192834631,SCOPUS_ID:85192834631,15,Article,
Imaging Genomics of Glioma Revisited: Analytic Methods to Understand Spatial and Temporal Heterogeneity,2024,2024-05-01,American Journal of Neuroradiology,Kersch C.N.,10.3174/ajnr.A8148,2-s2.0-85192816299,SCOPUS_ID:85192816299,8,Review,
Introducing the American Society of Neuroradiology PET-Guided Diagnosis and Management in Neuro-Oncology Study Group,2024,2024-05-01,American Journal of Neuroradiology,Nabavizadeh A.,10.3174/ajnr.A8243,2-s2.0-85192848056,SCOPUS_ID:85192848056,1,Editorial,
REPLY,2024,2024-05-01,American Journal of Neuroradiology,Roberts D.R.,10.3174/ajnr.A8278,2-s2.0-85192808556,SCOPUS_ID:85192808556,0,Letter,
REPLY,2024,2024-05-01,American Journal of Neuroradiology,Roberts D.R.,10.3174/ajnr.A8279,2-s2.0-85192827718,SCOPUS_ID:85192827718,0,Letter,
Evaluation of MR Elastography as a Noninvasive Diagnostic Test for Spontaneous Intracranial Hypotension,2024,2024-05-01,American Journal of Neuroradiology,Mark I.T.,10.3174/ajnr.A8162,2-s2.0-85192799262,SCOPUS_ID:85192799262,7,Article,
IV Flat Detector CT Angiography in Flat Detector CT Image-Guided Minimally Invasive Surgery for the Treatment of Intracerebral Hypertensive Hemorrhage,2024,2024-05-01,American Journal of Neuroradiology,Shu Z.,10.3174/ajnr.A8186,2-s2.0-85192838352,SCOPUS_ID:85192838352,1,Article,
Implementation of a Clinical Vessel Wall MR Imaging Program at an Academic Medical Center,2024,2024-05-01,American Journal of Neuroradiology,Song J.W.,10.3174/ajnr.A8191,2-s2.0-85192794069,SCOPUS_ID:85192794069,4,Article,
Mechanical Thrombectomy for Pediatric Arterial Ischemic Stroke from Acute M2 Occlusion,2024,2024-05-01,American Journal of Neuroradiology,Bhatia K.D.,10.3174/ajnr.A8182,2-s2.0-85192855001,SCOPUS_ID:85192855001,7,Article,
Artificial Intelligence in the Future Landscape of Pediatric Neuroradiology: Opportunities and Challenges,2024,2024-05-01,American Journal of Neuroradiology,Bhatia A.,10.3174/ajnr.A8086,2-s2.0-85192795911,SCOPUS_ID:85192795911,8,Article,
A Comprehensive and Broad Approach to Resting-State Functional Connectivity in Adult Patients with Mild Traumatic Brain Injury,2024,2024-05-01,American Journal of Neuroradiology,Arabshahi S.,10.3174/ajnr.A8193,2-s2.0-85192847167,SCOPUS_ID:85192847167,3,Article,
Imaging Features of Primary Intracranial Sarcoma with DICER1 Mutation: A Multicenter Case Series,2024,2024-05-01,American Journal of Neuroradiology,Eldaya R.W.,10.3174/ajnr.A8192,2-s2.0-85192845629,SCOPUS_ID:85192845629,2,Article,
Association of Carotid Artery Disease with Collateralization and Infarct Growth in Patients with Acute Middle Cerebral Artery Occlusion,2024,2024-05-01,American Journal of Neuroradiology,Güney R.,10.3174/ajnr.A8180,2-s2.0-85193090717,SCOPUS_ID:85193090717,2,Article,
Reduced Cortical Thickness Correlates of Cognitive Dysfunction in Post-COVID-19 Condition: Insights from a Long-Term Follow-up,2024,2024-05-01,American Journal of Neuroradiology,Dacosta-Aguayo R.,10.3174/ajnr.A8167,2-s2.0-85192824464,SCOPUS_ID:85192824464,10,Article,
Automated Assessment of the DWI-FLAIR Mismatch in Patients with Acute Ischemic Stroke: Added Value to Routine Clinical Practice,2024,2024-05-01,American Journal of Neuroradiology,Tavakkol E.,10.3174/ajnr.A8170,2-s2.0-85192851669,SCOPUS_ID:85192851669,4,Article,
Lesion Indexes Predict Early Neurologic Deterioration in Lenticulostriate Single Small Subcortical Infarction,2024,2024-05-01,American Journal of Neuroradiology,Gao Y.,10.3174/ajnr.A8176,2-s2.0-85192797258,SCOPUS_ID:85192797258,1,Article,
Benefits of Photon-Counting CT Myelography for Localization of Dural Tears in Spontaneous Intracranial Hypotension,2024,2024-05-01,American Journal of Neuroradiology,Madhavan A.A.,10.3174/ajnr.A8179,2-s2.0-85192837675,SCOPUS_ID:85192837675,11,Article,
Navigating Change: AJNR's Transition to an Electronic Format,2024,2024-04-01,American Journal of Neuroradiology,Wintermark M.,10.3174/ajnr.A8224,2-s2.0-85189987102,SCOPUS_ID:85189987102,0,Editorial,
Expanding the Imaging Spectrum of Polymorphous Low-Grade Neuroepithelial Tumor of the Young in Children,2024,2024-04-01,American Journal of Neuroradiology,Cerron-Vela C.,10.3174/ajnr.A8145,2-s2.0-85189981464,SCOPUS_ID:85189981464,4,Article,
Initial Experiences with the Trenza Embolization Device for the Treatment of Wide-Neck Intracranial Aneurysms: A 12-Patient Case Series,2024,2024-04-01,American Journal of Neuroradiology,Raj R.,10.3174/ajnr.A8153,2-s2.0-85190159771,SCOPUS_ID:85190159771,8,Article,
Imaging Large Ischemic Strokes: Time for New Insight,2024,2024-04-01,American Journal of Neuroradiology,Colasurdo M.,10.3174/ajnr.A8157,2-s2.0-85189899048,SCOPUS_ID:85189899048,9,Editorial,
The Management of Persistent Distal Occlusions after Mechanical Thrombectomy and Thrombolysis: An Inter- and Intrarater Agreement Study,2024,2024-04-01,American Journal of Neuroradiology,Boisseau W.,10.3174/ajnr.A8149,2-s2.0-85189981842,SCOPUS_ID:85189981842,0,Article,
"Introducing Our New AJNR Early Career, Women in Neuroradiology, and Global Neuroradiology Awards",2024,2024-04-01,American Journal of Neuroradiology,Cho N.S.,10.3174/ajnr.A8231,2-s2.0-85189917597,SCOPUS_ID:85189917597,0,Editorial,
Comparison of Volumetric and 2D Measurements and Longitudinal Trajectories in the Response Assessment of BRAF V600E-Mutant Pediatric Gliomas in the Pacific Pediatric Neuro-Oncology Consortium Clinical Trial,2024,2024-04-01,American Journal of Neuroradiology,Ramakrishnan D.,10.3174/ajnr.A8189,2-s2.0-85190090099,SCOPUS_ID:85190090099,5,Article,
"Improved Detection of Target Metabolites in Brain Tumors with Intermediate TE, High SNR, and High Bandwidth Spin-Echo Sequence at 5T",2024,2024-04-01,American Journal of Neuroradiology,Sun W.,10.3174/ajnr.A8150,2-s2.0-85189895856,SCOPUS_ID:85189895856,1,Article,
Sinonasal (Schneiderian) Tumors in the Temporal Bone: Case Series and Systematic Review,2024,2024-04-01,American Journal of Neuroradiology,Deng F.,10.3174/ajnr.A8146,2-s2.0-85189950648,SCOPUS_ID:85189950648,0,Article,
A Clinical and Imaging Fused Deep Learning Model Matches Expert Clinician Prediction of 90-Day Stroke Outcomes,2024,2024-04-01,American Journal of Neuroradiology,Liu Y.,10.3174/ajnr.A8140,2-s2.0-85190161141,SCOPUS_ID:85190161141,13,Article,
Arterial Spin-Labeling and DSC Perfusion Metrics Improve Agreement in Neuroradiologists’ Clinical Interpretations of Posttreatment High-Grade Glioma Surveillance MR Imaging—An Institutional Experience,2024,2024-04-01,American Journal of Neuroradiology,Yamin G.,10.3174/ajnr.A8190,2-s2.0-85189977128,SCOPUS_ID:85189977128,3,Article,
Automated Detection of Cervical Spinal Stenosis and Cord Compression via Vision Transformer and Rules-Based Classification,2024,2024-04-01,American Journal of Neuroradiology,Payne D.L.,10.3174/ajnr.A8141,2-s2.0-85189985461,SCOPUS_ID:85189985461,13,Article,
Compressed Sensitivity Encoding Artificial Intelligence Accelerates Brain Metastasis Imaging by Optimizing Image Quality and Reducing Scan Time,2024,2024-04-01,American Journal of Neuroradiology,Wang M.,10.3174/ajnr.A8161,2-s2.0-85189985964,SCOPUS_ID:85189985964,3,Article,
High-Grade Astrocytoma with Piloid Features: A Dual Institutional Review of Imaging Findings of a Novel Entity,2024,2024-04-01,American Journal of Neuroradiology,Soni N.,10.3174/ajnr.A8166,2-s2.0-85189906332,SCOPUS_ID:85189906332,15,Article,
Neurofilament Light Chain Levels Interact with Neurodegenerative Patterns and Motor Neuron Dysfunction in Amyotrophic Lateral Sclerosis,2024,2024-04-01,American Journal of Neuroradiology,Tilsley P.,10.3174/ajnr.A8154,2-s2.0-85190119487,SCOPUS_ID:85190119487,3,Article,
Visualizing the Habenula Using 3T High-Resolution MP2RAGE and QSM: A Preliminary Study,2024,2024-04-01,American Journal of Neuroradiology,Bian B.Y.,10.3174/ajnr.A8156,2-s2.0-85189991740,SCOPUS_ID:85189991740,3,Article,
Understanding Bias in Artificial Intelligence: A Practice Perspective,2024,2024-04-01,American Journal of Neuroradiology,Davis M.A.,10.3174/ajnr.A8070,2-s2.0-85189974738,SCOPUS_ID:85189974738,3,Article,
Utility of MR Neurography for the Evaluation of Peripheral Trigeminal Neuropathies in the Postoperative Period,2024,2024-04-01,American Journal of Neuroradiology,Thornton T.,10.3174/ajnr.A8152,2-s2.0-85189971937,SCOPUS_ID:85189971937,1,Article,
Predictors of In-Stent Stenosis Following the Implantation of Pipeline Embolization Devices for the Treatment of Aneurysms Located at or beyond the Circle of Willis in the Anterior Circulation,2024,2024-04-01,American Journal of Neuroradiology,Ma Y.,10.3174/ajnr.A8144,2-s2.0-85190161765,SCOPUS_ID:85190161765,2,Article,
Clinical Evaluation of a 2-Minute Ultrafast Brain MR Protocol for Evaluation of Acute Pathology in the Emergency and Inpatient Settings,2024,2024-04-01,American Journal of Neuroradiology,Lang M.,10.3174/ajnr.A8143,2-s2.0-85189976776,SCOPUS_ID:85189976776,7,Article,
Identifying Patients with CSF-Venous Fistula Using Brain MRI: A Deep Learning Approach,2024,2024-04-01,American Journal of Neuroradiology,Faghani S.,10.3174/ajnr.A8173,2-s2.0-85189980932,SCOPUS_ID:85189980932,5,Article,
Prognostic Significance of Central Skull Base Remodeling in Chiari II Malformation,2024,2024-04-01,American Journal of Neuroradiology,Freiling J.T.,10.3174/ajnr.A8142,2-s2.0-85189964259,SCOPUS_ID:85189964259,1,Article,
Intraluminal Flow Diverter Design Primer for Neurointerventionalists,2024,2024-04-01,American Journal of Neuroradiology,Oliver A.A.,10.3174/ajnr.A8076,2-s2.0-85189974575,SCOPUS_ID:85189974575,14,Article,
Increased Intracranial Arterial Pulsatility and Microvascular Brain Damage in Pseudoxanthoma Elasticum,2024,2024-04-01,American Journal of Neuroradiology,Bartstra J.W.,10.3174/ajnr.A8212,2-s2.0-85189969334,SCOPUS_ID:85189969334,8,Article,
Shift Volume Directly Impacts Neuroradiology Error Rate at a Large Academic Medical Center: The Case for Volume Limits,2024,2024-04-01,American Journal of Neuroradiology,Ivanovic V.,10.3174/ajnr.A8119,2-s2.0-85184606752,SCOPUS_ID:85184606752,13,Article,
Hemorrhage Volume Drives Early Brain Injury and Outcome in Poor-Grade Aneurysmal SAH,2024,2024-04-01,American Journal of Neuroradiology,Panni P.,10.3174/ajnr.A8135,2-s2.0-85189980911,SCOPUS_ID:85189980911,6,Article,
Does CISS MRI Reliably Depict the Endolymphatic Duct in Children with and without Vestibular Aqueduct Enlargement?,2024,2024-04-01,American Journal of Neuroradiology,Olubiyi O.I.,10.3174/ajnr.A8158,2-s2.0-85189987714,SCOPUS_ID:85189987714,1,Article,
Evaluation of Conditions for the Development of Cryogenic Spinal Cord Injury Using a Canine Model: An Experimental Study on the Safety of Cryoablation for Metastatic Spinal Tumors,2024,2024-04-01,American Journal of Neuroradiology,Kobayashi M.,10.3174/ajnr.A8151,2-s2.0-85190100450,SCOPUS_ID:85190100450,1,Article,
"Prevalence of ""Ghost Infarct Core"" after Endovascular Thrombectomy",2024,2024-03-01,American Journal of Neuroradiology,Ospel J.M.,10.3174/ajnr.A8113,2-s2.0-85187200505,SCOPUS_ID:85187200505,10,Article,
Reducing False-Positives in CT Perfusion Infarct Core Segmentation Using Contralateral Local Normalization,2024,2024-03-01,American Journal of Neuroradiology,Rau A.,10.3174/ajnr.A8111,2-s2.0-85187198896,SCOPUS_ID:85187198896,2,Article,
Development of Collateral Vessels after Anterior Circulation Large Vessel Occlusion in Pediatric Arterial Ischemic Stroke Relates to Stroke Etiology: A Longitudinal Study,2024,2024-03-01,American Journal of Neuroradiology,Kossorotoff M.,10.3174/ajnr.A8114,2-s2.0-85187493613,SCOPUS_ID:85187493613,2,Article,
Delayed Enhancement of Intracranial Atherosclerotic Plaque Can Better Differentiate Culprit Lesions: A Multiphase Contrast-Enhanced Vessel Wall MRI Study,2024,2024-03-01,American Journal of Neuroradiology,Sun B.,10.3174/ajnr.A8132,2-s2.0-85187539068,SCOPUS_ID:85187539068,5,Article,
Streamlining the Manuscript Submission Process at the American Journal of Neuroradiology: Paving theWay for Efficiency and Reducing Hurdles for Authors,2024,2024-03-01,American Journal of Neuroradiology,Wintermark M.,10.3174/ajnr.A8155,2-s2.0-85187203181,SCOPUS_ID:85187203181,1,Editorial,
Multinodular and Vacuolating Neuronal Tumor-like Lesion of the Spinal Cord: Two Case Reports,2024,2024-03-01,American Journal of Neuroradiology,Schollaert J.,10.3174/ajnr.A8133,2-s2.0-85187201601,SCOPUS_ID:85187201601,1,Article,
MR-Guided Focused Ultrasound Thalamotomy in the Setting of Aneurysm Clip,2024,2024-03-01,American Journal of Neuroradiology,Odéen H.,10.3174/ajnr.A8109,2-s2.0-85187205296,SCOPUS_ID:85187205296,0,Article,
Patient Engagement in Neuroradiology: A Narrative Review and Case Studies,2024,2024-03-01,American Journal of Neuroradiology,Kadom N.,10.3174/ajnr.A8077,2-s2.0-85187201897,SCOPUS_ID:85187201897,2,Article,
CTA Supplemented by CTP Increases Interrater Reliability and Endovascular Treatment Use in Patients with Aneurysmal SAH,2024,2024-03-01,American Journal of Neuroradiology,Heitkamp C.,10.3174/ajnr.A8110,2-s2.0-85187199067,SCOPUS_ID:85187199067,4,Article,
Efficacy of MR Neurography of Peripheral Trigeminal Nerves: Correlation of Sunderland Grade versus Neurosensory Testing,2024,2024-03-01,American Journal of Neuroradiology,Xia S.,10.3174/ajnr.A8120,2-s2.0-85187203220,SCOPUS_ID:85187203220,4,Article,
Application of Spinal Subtraction and Bone Background Fusion CTA in the Accurate Diagnosis and Evaluation of Spinal Vascular Malformations,2024,2024-03-01,American Journal of Neuroradiology,Hu X.,10.3174/ajnr.A8112,2-s2.0-85187515054,SCOPUS_ID:85187515054,4,Article,
Imaging Biomarker for Early-Stage Alzheimer Disease: Utility of Hippocampal Histogram Analysis of Diffusion Metrics,2024,2024-03-01,American Journal of Neuroradiology,Takahashi H.,10.3174/ajnr.A8106,2-s2.0-85187198160,SCOPUS_ID:85187198160,2,Article,
Prediction of Surgical Outcomes in Normal Pressure Hydrocephalus by MR Elastography,2024,2024-03-01,American Journal of Neuroradiology,Karki P.,10.3174/ajnr.A8108,2-s2.0-85187203873,SCOPUS_ID:85187203873,9,Article,
Dynamic Changes in Long-Standing Multiple Sclerosis Revealed by Longitudinal Structural Network Analysis Using Diffusion Tensor Imaging,2024,2024-03-01,American Journal of Neuroradiology,Zhang H.Q.,10.3174/ajnr.A8115,2-s2.0-85187200768,SCOPUS_ID:85187200768,0,Article,
Effect of Clot Burden Score on Safety and Efficacy of Intravenous Alteplase Prior to Mechanical Thrombectomy in Acute Ischemic Stroke: A Subgroup Analysis of a Randomized Phase 3 Trial,2024,2024-03-01,American Journal of Neuroradiology,Li Z.,10.3174/ajnr.A8134,2-s2.0-85187516501,SCOPUS_ID:85187516501,1,Article,
Synthesizing Contrast-Enhanced MR Images from Noncontrast MR Images Using Deep Learning,2024,2024-03-01,American Journal of Neuroradiology,Murugesan G.,10.3174/ajnr.A8107,2-s2.0-85187192732,SCOPUS_ID:85187192732,5,Article,
"Young Professionals in Neuroradiology: Opportunities, Challenges, and Future Directions",2024,2024-03-01,American Journal of Neuroradiology,Trofimova A.V.,10.3174/ajnr.A8147,2-s2.0-85187509632,SCOPUS_ID:85187509632,2,Article,
Diagnostic Performance of Dynamic Contrast-Enhanced 3T MR Imaging for Characterization of Orbital Lesions: Validation in a Large Prospective Study,2024,2024-03-01,American Journal of Neuroradiology,O'Shaughnessy E.,10.3174/ajnr.A8131,2-s2.0-85187167421,SCOPUS_ID:85187167421,2,Article,
Striking a Balance: Global Perspectives on Neuroradiology Workload and Quality of Service,2024,2024-02-10,American Journal of Neuroradiology,Wintermark M.,10.3174/ajnr.A8125,2-s2.0-85184622118,SCOPUS_ID:85184622118,1,Editorial,
Recommended Resting-State fMRI Acquisition and Preprocessing Steps for Preoperative Mapping of Language and Motor and Visual Areas in Adult and Pediatric Patients with Brain Tumors and Epilepsy,2024,2024-02-10,American Journal of Neuroradiology,Kumar V.A.,10.3174/ajnr.A8067,2-s2.0-85184598186,SCOPUS_ID:85184598186,18,Article,
Value of Immediate Flat Panel Perfusion Imaging after Endovascular Therapy (AFTERMATH): A Proof of Concept Study,2024,2024-02-10,American Journal of Neuroradiology,Mujanovic A.,10.3174/ajnr.A8103,2-s2.0-85184569458,SCOPUS_ID:85184569458,24,Article,
A Radiomic “Warning Sign” of Progression on Brain MRI in Individuals with MS,2024,2024-02-10,American Journal of Neuroradiology,Kelly B.S.,10.3174/ajnr.A8104,2-s2.0-85184581743,SCOPUS_ID:85184581743,7,Article,
Diffusion-Weighted Imaging Reveals Impaired Glymphatic Clearance in Idiopathic Intracranial Hypertension,2024,2024-02-10,American Journal of Neuroradiology,Schartz D.,10.3174/ajnr.A8088,2-s2.0-85184588061,SCOPUS_ID:85184588061,21,Article,
Assessment of Collateral Flow in Patients with Carotid Stenosis Using Random Vessel-Encoded Arterial Spin-Labeling: Comparison with Digital Subtraction Angiography,2024,2024-02-10,American Journal of Neuroradiology,Lu S.,10.3174/ajnr.A8100,2-s2.0-85184595788,SCOPUS_ID:85184595788,4,Article,
A Prospective Multi-Institutional Study Comparing the Brain Development in the Third Trimester between Opioid-Exposed and Nonexposed Fetuses Using Advanced Fetal MR Imaging Techniques,2024,2024-02-10,American Journal of Neuroradiology,Yun H.J.,10.3174/ajnr.A8101,2-s2.0-85184597341,SCOPUS_ID:85184597341,6,Article,
"AI-Assisted Summarization of Radiologic Reports: Evaluating GPT3davinci, BARTcnn, LongT5booksum, LEDbooksum, LEDlegal, and LEDclinical",2024,2024-02-10,American Journal of Neuroradiology,Chien A.,10.3174/ajnr.A8102,2-s2.0-85184580682,SCOPUS_ID:85184580682,12,Article,
Incidental Thalamic Lesions Identified on Brain MRI in Pediatric and Young Adult Patients: Imaging Features and Natural History,2024,2024-02-10,American Journal of Neuroradiology,de Padua V.,10.3174/ajnr.A8090,2-s2.0-85184618936,SCOPUS_ID:85184618936,3,Article,
Transarterial Embolization of Anterior Cranial Fossa Dural AVFs as a First-Line Approach: A Single-Center Study,2024,2024-02-10,American Journal of Neuroradiology,Puylaert C.A.J.,10.3174/ajnr.A8092,2-s2.0-85184607159,SCOPUS_ID:85184607159,6,Article,
Newly Recognized Genetic Tumor Syndromes of the CNS in the 5th WHO Classification: Imaging Overview with Genetic Updates,2024,2024-02-10,American Journal of Neuroradiology,Agarwal A.,10.3174/ajnr.A8039,2-s2.0-85184572876,SCOPUS_ID:85184572876,8,Review,
Quantification of T2-FLAIR Mismatch in Nonenhancing Diffuse Gliomas Using Digital Subtraction,2024,2024-02-01,American Journal of Neuroradiology,Cho N.S.,10.3174/ajnr.A8094,2-s2.0-85184657970,SCOPUS_ID:85184657970,9,Article,
